pixel,Wavelength,Flux
2371,6950.0,6646.353551912568
2566,7051.0,2250.0475409836063
2966,7258.5,1832.4945355191257
3184,7371.5,4831.106830601093
3422,7495.0,6110.785519125683
3444,7506.5,4442.209016393443
3691,7634.5,20528.161475409837
3868,7726.5,11307.450273224043
