pixel,Wavelength,Flux
654,4037.5,6683.434426229508
709,4068.0,556.5508196721311
1195,4333.5,24090.37868852459
3219,5441.0,31192.577049180327
3822,5770.5,2806.0163934426228
3866,5795.0,2089.462295081967
