pixel,Wavelength,Flux
2370,6949.5,9366.35819672131
2567,7051.5,9313.747540983606
3185,7372.0,13434.477322404373
3423,7495.5,18648.748360655736
3443,7506.0,14927.732240437157
3689,7633.5,22241.474590163933
3868,7726.5,17154.23797814208
