pixel,Wavelength,Flux
2370,6949.5,9486.530601092896
2567,7051.5,9461.096448087432
3185,7372.0,13595.886338797814
3423,7495.5,18794.725956284154
3443,7506.0,15064.455464480874
3689,7633.5,22478.52349726776
3868,7726.5,17324.944262295085
