pixel,Wavelength,Flux
318,5885.5,327.8844262295082
3590,7582.0,6520.255464480874
3626,7601.0,21039.444535519127
3657,7617.0,330.01584699453554
3786,7684.0,1886.6040983606558
3812,7697.0,2888.616393442623
