pixel,Wavelength,Flux
481,3943.0,2.9513661202185792
649,4035.0,3.442103825136612
856,4148.5,19.405027322404372
894,4169.0,3.1428688524590163
910,4178.0,5.903879781420764
927,4187.0,20.902841530054644
1031,4244.0,6.281967213114754
1043,4250.5,4.600081967213115
1055,4257.0,7.127814207650274
1103,4283.5,5.674863387978142
1164,4316.5,7.773661202185792
2710,5162.5,4.523961748633879
3283,5476.0,4.023360655737705
3413,5547.0,5.132704918032787
3503,5596.0,3.7687978142076504
