pixel,Wavelength,Flux
456,5957.0,16250.075409836065
514,5987.0,4249.072131147541
1274,6381.0,59787.79016393443
1825,6667.0,52093.722950819676
1900,6705.5,35656.524590163935
2311,6919.0,54453.16721311476
2504,7019.0,156857.90983606558
2904,7226.5,88873.37213114754
3284,7423.5,30672.222950819672
3487,7528.5,4242.832786885246
3504,7537.5,1884.3540983606558
