pixel,Wavelength,Flux
2370,6949.5,9782.995081967212
2567,7051.5,9607.60218579235
3185,7372.0,13023.856830601093
3423,7495.5,18405.143715846993
3443,7506.0,14183.174590163935
3689,7633.5,18394.76010928962
3868,7726.5,16892.53606557377
