pixel,Wavelength,Flux
2370,6949.5,8985.294262295081
2567,7051.5,8681.976229508198
3185,7372.0,12151.414480874317
3423,7495.5,17496.960109289616
3443,7506.0,13320.763661202187
3689,7633.5,17442.523770491804
3868,7726.5,15778.035792349727
