pixel,Wavelength,Flux
2371,6950.0,6644.570491803279
2566,7051.0,2248.5882513661204
2966,7258.5,1832.2792349726776
3184,7371.5,4829.4308743169395
3422,7495.0,6109.289071038252
3444,7506.5,4442.565027322405
3691,7634.5,20570.01775956284
3868,7726.5,11327.686885245903
