pixel,Wavelength,Flux
456,5957.0,16247.275409836066
514,5987.0,4245.5295081967215
1274,6381.0,59770.69180327869
1825,6667.0,52105.755737704916
1900,6705.5,35659.56721311476
2311,6919.0,54469.62950819672
2504,7019.0,156899.05081967212
2904,7226.5,88900.94098360656
3284,7423.5,30669.529508196723
3487,7528.5,4240.5901639344265
3504,7537.5,1884.0803278688525
