pixel,Wavelength,Flux
2370,6949.5,9932.370218579235
2567,7051.5,9780.2543715847
3185,7372.0,13208.896448087431
3423,7495.5,18577.925683060108
3443,7506.0,14350.07650273224
3689,7633.5,18587.965300546446
3868,7726.5,17098.304371584698
