pixel,Wavelength,Flux
654,4037.5,6596.163661202186
709,4068.0,569.7163934426229
1195,4333.5,20680.15081967213
3219,5441.0,27460.303825136612
3822,5770.5,2939.8333333333335
3866,5795.0,2235.2756830601097
