pixel,Wavelength,Flux
2370,6949.5,9456.346721311476
2567,7051.5,9429.269945355192
3185,7372.0,13558.091803278689
3423,7495.5,18751.745355191255
3443,7506.0,15028.790163934425
3689,7633.5,22405.610382513663
3868,7726.5,17286.881420765025
