pixel,Wavelength,Flux
2370,6949.5,8283.25081967213
2567,7051.5,8109.357650273224
3185,7372.0,12228.258469945356
3423,7495.5,17399.879781420765
3443,7506.0,13720.880327868852
3689,7633.5,20228.324043715846
3868,7726.5,15660.49344262295
