pixel,Wavelength,Flux
1154,6319.0,7.340710382513661
2215,6869.0,22.031775956284154
2670,7105.0,42.84579234972677
3586,7580.0,30.61950819672131
3705,7641.5,137.2981693989071
4031,7811.0,11.753852459016393
