pixel,Wavelength,Flux
2370,6949.5,9235.481147540982
2567,7051.5,8976.876775956283
3185,7372.0,12421.357923497268
3423,7495.5,17779.75737704918
3443,7506.0,13593.381967213116
3689,7633.5,17744.480874316938
3868,7726.5,16146.298087431695
