pixel,Wavelength,Flux
456,5957.0,16642.286885245903
514,5987.0,4366.990163934426
1274,6381.0,60602.29836065574
1825,6667.0,53423.73606557377
1900,6705.5,36706.74262295082
2311,6919.0,55843.85901639344
2504,7019.0,160014.76065573771
2904,7226.5,90421.38524590163
3284,7423.5,31661.532786885247
3487,7528.5,4331.837704918033
3504,7537.5,1921.539344262295
