pixel,Wavelength,Flux
318,5885.5,327.9674863387978
3590,7582.0,6509.617213114754
3626,7601.0,20974.685792349726
3657,7617.0,327.4549180327869
3786,7684.0,1882.4467213114754
3812,7697.0,2883.0349726775958
