pixel,Wavelength,Flux
2370,6949.5,9301.050819672131
2567,7051.5,9256.634972677595
3185,7372.0,13380.440983606557
3423,7495.5,18556.592076502733
3443,7506.0,14857.200273224043
3689,7633.5,22099.401912568304
3868,7726.5,17075.28606557377
