pixel,Wavelength,Flux
456,5957.0,16249.283606557377
514,5987.0,4244.7213114754095
1274,6381.0,59780.7262295082
1825,6667.0,52116.57213114754
1900,6705.5,35674.17540983607
2311,6919.0,54472.826229508195
2504,7019.0,156954.2360655738
2904,7226.5,88953.33934426229
3284,7423.5,30694.17704918033
3487,7528.5,4248.834426229508
3504,7537.5,1884.8983606557379
