pixel,Wavelength,Flux
456,5957.0,16227.21475409836
514,5987.0,4237.118032786885
1274,6381.0,59741.78852459016
1825,6667.0,52039.87049180328
1900,6705.5,35609.826229508195
2311,6919.0,54397.381967213114
2504,7019.0,156515.97049180328
2904,7226.5,88775.74098360656
3284,7423.5,30618.773770491804
3487,7528.5,4236.291803278688
3504,7537.5,1880.0032786885245
