pixel,Wavelength,Flux
2371,6950.0,6699.7196721311475
2566,7051.0,2263.093442622951
2966,7258.5,1849.5672131147542
3184,7371.5,4862.985245901639
3422,7495.0,6146.913114754098
3444,7506.5,4470.922950819672
3691,7634.5,32385.983606557376
3868,7726.5,12255.380327868852
