pixel,Wavelength,Flux
2371,6950.0,6647.3653005464475
2566,7051.0,2250.239617486339
2966,7258.5,1832.372131147541
3184,7371.5,4831.098087431694
3422,7495.0,6112.296174863388
3444,7506.5,4445.1767759562845
3691,7634.5,20530.830054644808
3868,7726.5,11307.833606557377
