pixel,Wavelength,Flux
2371,6950.0,6647.332513661202
2566,7051.0,2249.8090163934426
2966,7258.5,1834.3502732240438
3184,7371.5,4832.066666666667
3422,7495.0,6109.017759562841
3444,7506.5,4443.307103825136
3691,7634.5,20521.666666666668
3868,7726.5,11307.9868852459
