pixel,Wavelength,Flux
2371,6950.0,6653.33387978142
2566,7051.0,2251.2868852459014
2966,7258.5,1834.5592896174865
3184,7371.5,4834.549453551913
3422,7495.0,6118.301639344263
3444,7506.5,4448.581693989071
3691,7634.5,20498.03442622951
3868,7726.5,11315.738797814207
