pixel,Wavelength,Flux
2370,6949.5,9654.525409836066
2567,7051.5,9457.981967213114
3185,7372.0,12876.947540983607
3423,7495.5,18247.483333333334
3443,7506.0,14041.017759562843
3689,7633.5,18234.816393442623
3868,7726.5,16713.835792349724
