pixel,Wavelength,Flux
456,5957.0,16640.926229508197
514,5987.0,4370.9049180327875
1274,6381.0,60607.3131147541
1825,6667.0,53437.91147540984
1900,6705.5,36728.54262295082
2311,6919.0,55846.001639344264
2504,7019.0,159964.73770491802
2904,7226.5,90403.26885245902
3284,7423.5,31645.726229508196
3487,7528.5,4329.013114754098
3504,7537.5,1918.5016393442625
