pixel,Wavelength,Flux
2370,6949.5,9381.301092896176
2567,7051.5,9322.957923497268
3185,7372.0,13441.13005464481
3423,7495.5,18658.88469945355
3443,7506.0,14937.665300546449
3689,7633.5,22244.058469945354
3868,7726.5,17167.02732240437
