pixel,Wavelength,Flux
2370,6949.5,8449.481967213114
2567,7051.5,8306.644262295082
3185,7372.0,15018.352459016394
3423,7495.5,26149.747540983608
3443,7506.0,17722.311475409835
3689,7633.5,32677.22131147541
3868,7726.5,20015.377049180326
