pixel,Wavelength,Flux
2370,6949.5,9571.018852459018
2567,7051.5,9552.336612021858
3185,7372.0,13680.626229508196
3423,7495.5,18882.312841530053
3443,7506.0,15149.458743169398
3689,7633.5,22631.52486338798
3868,7726.5,17429.956284153006
