pixel,Wavelength,Flux
2370,6949.5,9458.439890710382
2567,7051.5,9415.651912568306
3185,7372.0,13541.408469945354
3423,7495.5,18753.102459016394
3443,7506.0,15022.322404371584
3689,7633.5,22406.88469945355
3868,7726.5,17275.445081967213
