pixel,Wavelength,Flux
2371,6950.0,6648.441530054645
2566,7051.0,2250.557103825137
2966,7258.5,1833.237431693989
3184,7371.5,4832.77131147541
3422,7495.0,6112.010382513662
3444,7506.5,4446.084426229509
3691,7634.5,20504.641803278686
3868,7726.5,11310.775409836066
