pixel,Wavelength,Flux
2371,6950.0,6649.028415300547
2566,7051.0,2250.9622950819676
2966,7258.5,1833.8295081967215
3184,7371.5,4833.485519125683
3422,7495.0,6113.69480874317
3444,7506.5,4446.023770491804
3691,7634.5,20514.118579234975
3868,7726.5,11310.514480874317
