pixel,Wavelength,Flux
2370,6949.5,9459.250273224045
2567,7051.5,9219.637978142076
3185,7372.0,12653.78169398907
3423,7495.5,18018.920765027324
3443,7506.0,13823.454098360655
3689,7633.5,17985.71174863388
3868,7726.5,16439.653278688525
