pixel,Wavelength,Flux
129,5787.5,1111.3333333333333
175,5811.0,2092.0593806921675
2262,6893.5,101.96393442622951
2373,6951.0,149.43642987249544
2567,7051.5,38.36903460837887
2697,7119.0,4.823497267759563
3422,7495.0,122.49052823315118
3687,7632.5,450.9129326047359
3867,7726.0,243.66648451730418
