pixel,Wavelength,Flux
318,5885.5,327.8215846994535
3590,7582.0,6509.7980874316945
3626,7601.0,20989.093715846993
3657,7617.0,327.2445355191257
3786,7684.0,1882.8737704918033
3812,7697.0,2883.6505464480874
