pixel,Wavelength,Flux
456,5957.0,15834.001639344262
514,5987.0,4136.94262295082
1274,6381.0,58694.35901639344
1825,6667.0,51028.20983606557
1900,6705.5,34879.27540983606
2311,6919.0,53403.92786885246
2504,7019.0,153659.36721311475
2904,7226.5,87585.4868852459
3284,7423.5,29911.20819672131
3487,7528.5,4136.403278688525
3504,7537.5,1832.806557377049
