pixel,Wavelength,Flux
2370,6949.5,9582.194262295081
2567,7051.5,9372.294808743169
3185,7372.0,12795.314480874316
3423,7495.5,18161.91448087432
3443,7506.0,13964.756010928962
3689,7633.5,18151.95792349727
3868,7726.5,16614.368852459018
