pixel,Wavelength,Flux
456,5957.0,16253.72786885246
514,5987.0,4249.747540983607
1274,6381.0,59779.26721311475
1825,6667.0,52100.95245901639
1900,6705.5,35656.729508196724
2311,6919.0,54458.154098360654
2504,7019.0,156864.19836065572
2904,7226.5,88887.02950819672
3284,7423.5,30655.832786885247
3487,7528.5,4242.877049180328
3504,7537.5,1883.5573770491803
