pixel,Wavelength,Flux
2370,6949.5,9335.11475409836
2567,7051.5,9079.121584699453
3185,7372.0,12512.94781420765
3423,7495.5,17863.53825136612
3443,7506.0,13684.331967213115
3689,7633.5,17825.633606557374
3868,7726.5,16259.809836065575
