pixel,Wavelength,Flux
456,5957.0,16237.252459016394
514,5987.0,4240.685245901639
1274,6381.0,59755.01147540984
1825,6667.0,52062.16885245901
1900,6705.5,35630.139344262294
2311,6919.0,54421.744262295084
2504,7019.0,156722.65409836065
2904,7226.5,88841.53114754098
3284,7423.5,30624.703278688525
3487,7528.5,4240.0950819672125
3504,7537.5,1882.0032786885245
