pixel,Wavelength,Flux
318,5885.5,327.93060109289615
3590,7582.0,6514.96174863388
3626,7601.0,21016.058743169397
3657,7617.0,328.15546448087434
3786,7684.0,1884.443442622951
3812,7697.0,2887.311475409836
